BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),BERDO Emissions Gross Floor Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Total Site Energy Usage (kBtu),Energy Star Score,Site EUI (Energy Use Intensity kBtu/ft²),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft²),Estimated Total GHG Emissions e(kgCO2e),Reporting Compliance Status,First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (PPA),Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes
104329,2100411000,MATCH SCHOOL FOUNDATION INC,265 Babcock St,Boston,2215.0,1001 Commonwealth Av,Boston,2215.0,24000.0,,24000.0,K-12 School,K-12 School (24000),1714395.1,9.0,71.4,419712.9,22290.952,379449.6,73825.714,,,,,,,,,,,,,,,,,,,,,,23.37,96116.666,in compliance,2030.0,No,No,No,No,No,No,,
104330,2101830005,MATOV ALEX,1505 Commonwealth Ave,Boston,2135.0,1505 Commonwealth Av,Boston,2135.0,67000.0,,67000.0,Other - Lodging/Residential,Other - Lodging/Residential (67000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending revisions,2025.0,No,No,No,No,No,No,,
104331,1801691020,MATTAPAN CENTER FOR LIFE INC,555 River St,Boston,2126.0,555 River St,Boston,2126.0,52970.0,,52970.0,Multifamily Housing,Multifamily Housing (52970),3298623.4,39.0,62.3,2511154.2,133367.4,230794.0,44903.281,,,,,,,,,,,,,,,,,,,,,,25.31,178270.681,in compliance,2025.0,Unsure,No,No,No,No,No,,
104335,1801122010,MATTAPAN HEALTH CENTER RLTY,1573-1577 Blue Hill Ave,Boston,2126.0,1563  1583 Blue Hill Av,Boston,2126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
104336,1801009000,MATTAPAN PROPERTY HOLDINGS  LLC,405 River St,Boston,2126.0,405 River St,Boston,2126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
104338,201806002,FIVE TWENTY ONE REALTY TRUST,521 Medford St,Boston,2129.0,521 Medford St,Boston,2129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
104339,105609010,MAVERICK REVITALIZATION CORPORATION,1 Maverick St,Boston,2128.0,3  17 New St,Boston,2128.0,135262.0,,135262.0,Multifamily Housing,Multifamily Housing (135262),9988410.8,55.0,73.8,8010300.4,425427.054,579751.0,112796.355,,,,,,,,,,,,,,,,,,,,,,6.4,538223.409,in compliance,2025.0,Unsure,No,No,No,No,No,,
104340,105609010,MAVERICK REVITALIZATION CORPORATION,3-17 New St,Boston,2128.0,3  17 New St,Boston,2128.0,10536.0,,10536.0,Multifamily Housing,Multifamily Housing (10536),1218548.2,,115.7,984700.0,52297.417,68537.0,13334.559,,,,,,,,,,,,,,,,,,,,,,6.4,65631.976,in compliance,2025.0,Unsure,No,No,No,No,No,,
104341,105609010,MAVERICK REVITALIZATION CORPORATION,30-50 Sumner St,Boston,2128.0,3  17 New St,Boston,2128.0,16332.0,,16332.0,Multifamily Housing,Multifamily Housing (16332),205805.0,,12.6,,,60318.0,11735.47,,,,,,,,,,,,,,,,,,,,,,6.4,11735.47,pending revisions,2025.0,Unsure,No,No,No,No,No,,
104342,105609010,MAVERICK REVITALIZATION CORPORATION,4-20 Border St,Boston,2128.0,3  17 New St,Boston,2128.0,12068.0,,12068.0,Multifamily Housing,Multifamily Housing (12068),1078597.0,,89.4,862300.0,45796.753,63393.0,12333.742,,,,,,,,,,,,,,,,,,,,,,6.4,58130.495,in compliance,2025.0,Unsure,No,No,No,No,No,,
104343,105609010,MAVERICK REVITALIZATION CORPORATION,22 Border St,Boston,2128.0,3  17 New St,Boston,2128.0,8473.0,,8473.0,Multifamily Housing,Multifamily Housing (8473),73665.1,,8.7,,,21590.0,4200.55,,,,,,,,,,,,,,,,,,,,,,6.4,4200.55,pending revisions,2025.0,Unsure,No,No,No,No,No,,
104344,105609100,MAVERICK REVITILIZATION CORP,21-43 Maverick St,Boston,2128.0,21  43 Maverick St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,C10113,"This building is reported as part of a campus in Energy Star Portfolio Manager, so this row may not reflect the full building’s energy and water use. See the Campus ID at the bottom of the spreadsheet for total campus usage."
104345,105609100,MAVERICK REVITILIZATION CORP,2-22 Landing St,Boston,2128.0,21  43 Maverick St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,C10113,"This building is reported as part of a campus in Energy Star Portfolio Manager, so this row may not reflect the full building’s energy and water use. See the Campus ID at the bottom of the spreadsheet for total campus usage."
104346,105609250,MAVERICK REVITILIZATION CORP,1-21 Landing St,Boston,2128.0,60  82 Sumner St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
104347,105609250,MAVERICK REVITILIZATION CORP,60-82 Sumner St,Boston,2128.0,60  82 Sumner St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
104348,105609250,MAVERICK REVITILIZATION CORP,7-21 Border St,Boston,2128.0,60  82 Sumner St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
104349,105609250,MAVERICK REVITILIZATION CORP,6 Liverpool St,Boston,2128.0,60  82 Sumner St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
104351,105609440,MAVERICK REVITILIZATION CORP,51-63 Maverick St,Boston,2128.0,51  63 Maverick St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,C10110,"This building is reported as part of a campus in Energy Star Portfolio Manager, so this row may not reflect the full building’s energy and water use. See the Campus ID at the bottom of the spreadsheet for total campus usage."
104352,105609440,MAVERICK REVITILIZATION CORP,33 Liverpool St,Boston,2128.0,51  63 Maverick St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,C10110,"This building is reported as part of a campus in Energy Star Portfolio Manager, so this row may not reflect the full building’s energy and water use. See the Campus ID at the bottom of the spreadsheet for total campus usage."
104353,105609440,MAVERICK REVITILIZATION CORP,37-41 Liverpool St,Boston,2128.0,51  63 Maverick St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,C10110,"This building is reported as part of a campus in Energy Star Portfolio Manager, so this row may not reflect the full building’s energy and water use. See the Campus ID at the bottom of the spreadsheet for total campus usage."
104354,105609440,MAVERICK REVITILIZATION CORP,34-44 London St,Boston,2128.0,51  63 Maverick St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,C10110,"This building is reported as part of a campus in Energy Star Portfolio Manager, so this row may not reflect the full building’s energy and water use. See the Campus ID at the bottom of the spreadsheet for total campus usage."
104355,105609460,MAVERICK REVITILIZATION CORP,4-28 London St,Boston,2128.0,4  28 London St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
104356,105609460,MAVERICK REVITILIZATION CORP,5-29 Liverpool St,Boston,2128.0,4  28 London St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
104357,105609600,MAVERICK REVITILIZATION CORP,6-24 Havre St,Boston,2128.0,6  24 Havre St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
104358,105609600,MAVERICK REVITILIZATION CORP,120-142 Sumner St,Boston,2128.0,6  24 Havre St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
104359,105609600,MAVERICK REVITILIZATION CORP,1-23 Cunard Way,Boston,2128.0,6  24 Havre St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
104360,105609600,MAVERICK REVITILIZATION CORP,7-25 London St,Boston,2128.0,6  24 Havre St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
104362,501241000,MBB REAL ESTATE LLC,38-44 Newbury St,Boston,2116.0,38  44 Newbury St,Boston,2116.0,50423.0,,50423.0,Office,Office (50423),2177531.4,75.0,43.2,,,332721.0,64734.198,,,,,,1042287.4,69207.883,,,,,,,,,,,,,,,11.41,133942.081,in compliance,2025.0,Unsure,No,No,No,No,No,,
104363,600005001,MBTA,163 Dorchester Ave,Boston,2127.0,163 Dorchester Av,Boston,2127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,state,2025.0,,,,,,,,
104365,100522000,MC-EB REALTY LLC,100 Boardman St,Boston,2128.0,415 Wm F Mcclellan Hw,Boston,2128.0,147879.0,,147879.0,Hotel,"Hotel (147879),Swimming Pool (0)",8937517.2,93.0,60.4,4263825.9,226451.794,1369780.6,266504.514,,,,,,,,,,,,,,,,,,,,,,39.64,492956.308,in compliance,2025.0,No,No,No,Yes,No,Yes,,
104367,102524000,MCCLELLAN HIGHWAY DEVELOPMENT COMPANY LLC,525 William F McClellan Hwy,Boston,2128.0,111 Waldemar Av,Boston,2128.0,467685.0,,467685.0,Other - Entertainment/Public Assembly,"Other - Entertainment/Public Assembly (467685),Parking (1775070)",17190798.4,,36.8,10741300.0,570470.443,1890239.9,367765.075,,,,,,,,,,,,,,,,,,,,,,9.64,938235.518,in compliance,2025.0,Unsure,No,No,No,No,No,,
104368,100549006,375 MCCLELLAN HIGHWAY LIMITED PARTNERSHIP,375 William F McClellan Hwy,Boston,2128.0,375 Wm F Mcclellan Hw,Boston,2128.0,261790.0,,261790.0,Other - Services,"Parking (233790),Other - Services (261790)",2312046.1,,8.8,1234400.0,65558.984,315840.0,61449.83,,,,,,,,,,,,,,,,,,,,,,0.58,127008.814,in compliance,2025.0,No,No,No,No,No,No,,
104370,1801029000,MCKEEN WILLIAM W,1590-1594 Blue Hill Ave,Boston,2126.0,1590  1594 Blue Hill Av,Boston,2126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
104371,1103774000,MCLEOD ROBERT N,131 Morton St,Boston,2130.0,131  141 Morton St,Boston,2130.0,52300.0,,52300.0,Multifamily Housing,Multifamily Housing (52300),2767549.4,73.0,52.9,1882894.8,100000.543,259277.4,50445.011,,,,,,,,,,,,,,,,,,,,,,36.49,150445.554,in compliance,2025.0,No,No,No,No,No,No,,
104373,1704530000,MCP/JMS DOTROS LLC,1943-1945 Dorchester Ave,Boston,2124.0,1943 R Dorchester Av,Boston,2124.0,43836.0,,43836.0,Multifamily Housing,Multifamily Housing (43836),1694061.4,80.0,38.6,,,496501.0,96599.235,,,,,,,,,,,,,,,,,,,,,,19.66,96599.235,in compliance,2025.0,Yes,No,No,No,No,No,,
104374,401844000,MCPHS UNIVERSITY,179 Longwood Ave,Boston,2115.0,179 Longwood Av,Boston,2115.0,457911.0,,457911.0,College/University,College/University (457911),38975621.7,,85.1,36195383.0,1922336.791,814841.4,158535.543,,,,,,,,,,,,,,,,,,,,,,18.49,2080872.334,in compliance,2025.0,No,No,No,No,No,No,,
104376,302855000,MDR BOSTON COURT LLC,30-40 Court St,Boston,2108.0,40 Court St,Boston,2108.0,110005.0,,110005.0,Office,"Restaurant (11845),Office (98160)",8214753.3,56.0,74.7,1884000.0,100059.24,999287.1,194421.298,,,,,,2921185.8,193966.737,,,,,,,,,,,,,,,8.91,488447.275,in compliance,2025.0,No,No,No,No,No,No,,
104380,401930000,MEDICAL AREA TOTAL ENERGY,474 Brookline Ave,Boston,2115.0,Binney St,Boston,2115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
104381,305478010,MEI WAH VILLAGE INC,10 Maple Pl,Boston,2111.0,Pine St,Boston,2111.0,25158.0,,25158.0,Multifamily Housing,Multifamily Housing (25158),1727677.6,94.0,68.7,1458678.9,77470.436,78839.0,15338.916,,,,,,,,,,,,,,,,,,,,,,71.02,92809.352,in compliance,2025.0,No,,No,No,No,No,,
104382,1601411000,MELBOURNE COURT CONDO TR,1-5 Melbourne St,Boston,2124.0,1  5 Melbourne St,Boston,2124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
104383,502295000,MELVILLE GARTSIDE LLC MASS LLC,84 Beacon St,Boston,2108.0,83  84 Beacon St,Boston,2108.0,20625.0,,20625.0,Office,"Single Family Home (2625),Restaurant (6000),Office (6000),Social/Meeting Hall (6000)",5280582.9,,256.0,2453482.0,130304.429,828575.9,161207.727,,,,,,,,,,,,,,,,,,,,,,2119.54,291512.156,in compliance,2030.0,No,No,No,No,No,No,,
104384,2101749000,MELVIN HILL CONDO TR,301 Allston St,Boston,2135.0,301 Allston St,Boston,2135.0,45654.0,,45654.0,Multifamily Housing,Multifamily Housing (45654),4245990.0,,93.0,3778000.1,200649.585,137160.0,26685.85,,,,,,,,,,,,,,,,,,,,,,3699.56,227335.435,in compliance,2025.0,No,No,No,No,No,No,,
104388,304027000,LCI 147 MILK STREET LLC,147 Milk St,Boston,2109.0,147  149 Milk St,Boston,2109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
104389,602668000,MEPT FORT POINT CREATIVE LLC,326-330 Congress St,Boston,2210.0,326  330 Congress St,Boston,2210.0,39000.0,,39000.0,Office,"Office (36370),Convenience Store without Gas Station (1750),Fast Food Restaurant (880)",1997061.2,69.0,51.2,179400.0,9527.934,532726.0,103647.171,,,,,,,,,,,,,,,,,,,,,,7.29,113175.105,in compliance,2025.0,No,No,No,No,No,No,,
104390,602692000,MEPT FORT POINT CREATIVE LLC,313 Congress St,Boston,2210.0,313 Congress St,Boston,2210.0,75794.0,,75794.0,Office,"Office (70218),Fast Food Restaurant (5576)",3785848.0,71.0,49.9,1014700.1,53890.722,812177.0,158017.157,,,,,,,,,,,,,,,,,,,,,,7.85,211907.879,in compliance,2025.0,No,No,No,No,No,No,,
104391,602665000,BP3-BOS7 12 FARNSWORTH LLC,12-22 Farnsworth St,Boston,2210.0,12  22 Farnsworth St,Boston,2210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
104392,602648010,MEPT SEAPORT 13 STILLINGS LLC,11-15 Stillings St,Boston,2210.0,22 Boston Wharf Rd,Boston,2210.0,123875.0,,123875.0,Parking,"Office (123875),Parking (172337)",9382724.7,,75.7,4105599.8,218048.405,1546636.8,300913.656,,,,,,,,,,,,,,,,,,,,,,1.3,518962.061,in compliance,2025.0,No,No,No,Yes,No,Yes,,
104398,602694000,MEPT SEAPORT 343 CONGRESS LLC,341-345 Congress St,Boston,2210.0,343 Congress St,Boston,2210.0,119643.0,8507.0,128150.0,Office,"Restaurant (8379),Office (106364),Data Center (4900),Parking (8507)",10199136.6,64.0,85.2,1331100.0,70694.721,2599072.8,505675.604,,,,,,,,,,,,,,,,,,,,,,11.36,576370.325,in compliance,2025.0,No,No,No,Yes,No,No,,
104401,801172000,MEPT/LMP 575 ALBANY STREET LLC,83-93 E Dedham St,Boston,2118.0,100  112 E Canton St,Boston,2118.0,280000.0,37000.0,317000.0,Multifamily Housing,"Multifamily Housing (280000),Swimming Pool (0),Parking (37000)",10183467.0,83.0,36.4,477075.5,25337.48,2844780.6,553480.514,,,,,,,,,,,,,,,,,,,,,,58.17,578817.994,in compliance,2025.0,No,No,No,No,No,No,,
104405,801188050,MEPT/LMP GAMBRO BUILDING LLC,660 Harrison Ave,Boston,2118.0,660 Harrison Av,Boston,2118.0,34606.0,,34606.0,Medical Office,Medical Office (34606),3594431.4,90.0,103.9,,,571793.9,111248.221,,,,,,1643470.7,97129.118,,,,,,,,,,,,,,,98.34,208377.339,in compliance,2030.0,No,No,No,No,No,No,,
104407,303636000,MERCANTILE WHARF ASSOCIATES,101-117 Atlantic Ave,Boston,2109.0,71  87 Commercial St,Boston,2109.0,159005.0,,159005.0,Multifamily Housing,Multifamily Housing (159005),10811174.8,36.0,68.0,7421391.7,394150.113,993488.6,193293.142,,,,,,,,,,,,,,,,,,,,,,25.99,587443.255,in compliance,2025.0,Unsure,No,No,No,No,No,,
104408,401847020,MERCK & COMPANY INC (LESSEE),33 Avenue Louis Pasteur,Boston,2115.0,33 Avenue Louis Pasteur,Boston,2115.0,467024.0,128798.0,595822.0,Laboratory,"Laboratory (467024),Parking (128798)",,,,377130.1,20029.38,20172239.4,,,,,,,110963123.3,,,,,,,,,,,,,,,,52.82,20029.38,in compliance,2025.0,No,Yes,No,Yes,No,Yes,,
104409,400905000,MERCURY HUNTINGTON CORP TS,120-140 Huntington Ave,Boston,2116.0,120 Huntington Av,Boston,2116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
104410,400790000,METHUNION MANOR COOP CORP,4-6 Braddock Park,Boston,2116.0,6  4 Braddock Pk,Boston,2116.0,168265.0,,168265.0,Multifamily Housing,"Multifamily Housing (151767),Retail Store (16498)",14051002.3,71.0,83.5,11106158.8,589848.094,863084.3,167921.681,,,,,,,,,,,,,,,,,,,,,,45.31,757769.775,in compliance,2025.0,No,No,No,No,No,No,,
104411,305424030,METROPOLITAN RESIDENTIAL I,1-3 Nassau St,Boston,2111.0,1 Nassau St,Boston,2111.0,350000.0,,350000.0,Multifamily Housing,Multifamily Housing (350000),14254550.2,92.0,40.7,8902299.4,472801.121,1568655.0,305197.517,,,,,,,,,,,,,,,,,,,,,,39.07,777998.638,in compliance,2025.0,Unsure,No,No,No,No,No,,
104412,401451100,MEWS CONDOMINIUM TRUST,120 Norway St,Boston,2116.0,120 Norway St,Boston,2116.0,21241.0,,21241.0,Multifamily Housing,Multifamily Housing (21241),642592.1,61.0,30.3,,,188333.0,36642.068,,,,,,,,,,,,,,,,,,,,,,17.74,36642.068,in compliance,2030.0,Unsure,No,No,No,No,No,,
104413,2100917000,MG QUINT CORP,36 Quint Ave,Boston,2134.0,36  44 Quint Av,Boston,2134.0,51784.0,,51784.0,Multifamily Housing,Multifamily Housing (51784),2933900.9,88.0,56.7,2551419.1,135505.868,112099.0,21809.981,,,,,,,,,,,,,,,,,,,,,,25.17,157315.849,in compliance,2025.0,No,No,No,No,No,No,,
104416,203504000,MGH INSTITUTE OF HEALTH PROFESSIONS INC,36 First Ave,Boston,2129.0,100 First Av,Boston,2129.0,70077.0,,70077.0,College/University,College/University (70077),4262142.0,,60.8,199187.1,10578.827,1190784.0,231678.935,,,,,,,,,,,,,,,,,,,,,,6.7,242257.762,in compliance,2025.0,No,No,No,No,No,No,,
104417,303883000,MHF DEVONSHIRE V LLC,56-68 Devonshire St,Boston,2109.0,56  68 Devonshire St,Boston,2109.0,82000.0,,82000.0,Hotel,Hotel (82000),6908739.0,53.0,84.3,2447481.9,129985.764,1307519.7,254391.033,,,,,,,,,,,,,,,,,,,,,,44.48,384376.797,in compliance,2025.0,No,No,No,No,No,No,,
104419,402304000,MIDLAND  LLC,200-220 Huntington Ave,Boston,2115.0,220  200 Huntington Av,Boston,2115.0,83778.0,,83778.0,Hotel,Hotel (83778),6666311.3,58.0,79.6,1488175.3,79036.99,600038.0,116743.393,,,,,,,,,,3130806.3,232337.136,,,,,,,,,,,72.15,428117.519,in compliance,2025.0,Unsure,No,No,Yes,No,Yes,,
104420,602750050,MIDWAY ARTIST COLLECTIVE INC,15 Channel Center St,Boston,2127.0,15 Channel Center St,Boston,2127.0,201748.0,,201748.0,Multifamily Housing,Multifamily Housing (201748),6317376.7,72.0,31.3,1783593.1,94726.63,1328776.0,258526.659,,,,,,,,,,,,,,,,,,,,,,22.47,353253.289,in compliance,2025.0,Unsure,No,No,No,No,No,,
104421,304642004,MILK ST EQUITY PARTNERS LLC MASS LLC,,Boston,2110.0,31 Milk St,Boston,2110.0,95037.0,,95037.0,Office,Office (95037),2127695.8,,22.4,,,623592.0,121326.06,,,,,,,,,,,,,,,,,,,,,,4.05,121326.06,in compliance,2025.0,Unsure,No,No,Yes,No,No,,
104422,304488000,MILLENIUM AVERY CONDOMINIUM TRUST,558-580 Washington St,Boston,2111.0,580 Washington St,Boston,2111.0,456000.0,,456000.0,Multifamily Housing,Multifamily Housing (456000),22924781.3,56.0,50.3,8397400.0,445985.914,4257731.9,828384.318,,,,,,,,,,,,,,,,,,,,,,29.14,1274370.232,in compliance,2025.0,Unsure,No,No,No,No,No,,
104423,304832020,MILLENIUM PLACE NORTH,1 Avery St #PH,Boston,2111.0,1 Avery St,Boston,2111.0,362409.0,37969.0,400378.0,Multifamily Housing,"Restaurant (6196),Multifamily Housing (356213),Parking (37969)",29000797.6,7.0,80.0,12722099.7,675670.715,4767199.4,927506.315,,,,,,,,,,,,,,,,,,13013.4,,,,20.62,1603177.03,in compliance,2025.0,No,No,No,Yes,No,Yes,,
104424,304870020,MILLENNIUM PLACE SOUTH,2 Avery St,Boston,2111.0,2  16 Avery St,Boston,2111.0,956208.0,290841.0,1247049.0,Multifamily Housing,"Hotel (221052),Multifamily Housing (421794),Movie Theater (151582),Parking (290841),Fitness Center/Health Club/Gym (114497),Retail Store (47283)",120970334.4,,126.5,54201101.2,2878620.485,17477057.0,3400336.21,,,,,,,,,,,,,,,,,,6279.0,465.965,,,29.19,6279422.66,in compliance,2025.0,No,No,No,Yes,No,Yes,,
104425,304590010,MILLENNIUM TOWER TRUST,,Boston,2110.0,1 Franklin St,Boston,2110.0,758542.0,,758542.0,Multifamily Housing,"Multifamily Housing (681542),Retail Store (77000)",53667063.8,11.0,70.8,15261052.5,810514.498,11256158.1,2189998.12,,,,,,,,,,,,,,,,,,,,,,17.91,3000512.618,in compliance,2025.0,Unsure,No,No,No,No,No,,
104426,802130000,MILLER SYDNEY TS,850 Albany St,Boston,2119.0,Albany St,Boston,2119.0,35470.0,,35470.0,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant (35470),2099388.8,,59.2,1584943.7,84176.36,150775.2,29334.823,,,,,,,,,,,,,,,,,,,,,,6.3,113511.183,in compliance,2025.0,No,No,No,No,No,No,,
104427,2101025000,MILLER TUCKER REED TRSTS,1277 Commonwealth Ave,Boston,2134.0,1277 Commonwealth Av,Boston,2134.0,63287.0,,63287.0,Multifamily Housing,Multifamily Housing (63287),9065161.6,15.0,143.2,8095699.8,429962.616,284133.0,55280.916,,,,,,,,,,,,,,,,,,,,,,40.34,485243.532,in compliance,2025.0,Unsure,No,No,No,No,No,,
104428,304421000,MILLROSE V D TRUST LLC,107-129 Kingston St,Boston,2111.0,2  24 Edinboro St,Boston,2111.0,91831.0,,91831.0,Office,Office (91831),5763577.7,,62.8,,,361891.6,70409.63,,,,,,4528803.6,300712.559,,,,,,,,,,,,,,,6.29,371122.189,in compliance,2025.0,Yes,No,No,No,No,No,,
104429,1703547000,MILTON VIEW CONDO TR,1185 Adams St,Boston,2124.0,1185 Adams St,Boston,2124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
104430,2100169000,MINER REALTY INC,839-843 Beacon St,Boston,2215.0,839 Beacon St,Boston,2215.0,46850.0,,46850.0,Multifamily Housing,Multifamily Housing (46850),1522934.8,96.0,32.5,632297.0,33581.294,261031.0,50786.191,,,,,,,,,,,,,,,,,,,,,,21.16,84367.485,pending revisions,2025.0,Unsure,No,No,No,No,No,,
104431,2100166000,ZEE 9 MINER LLC,23 Miner St,Boston,2215.0,9 Miner St,Boston,2215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
104432,900860010,MINOT HALL CONDOMINIUM TRUST,1721 Washington St,Boston,2118.0,1721 Washington St,Boston,2118.0,53960.0,,53960.0,Multifamily Housing,Multifamily Housing (53960),3632523.1,23.0,67.3,1893999.9,100590.335,509532.0,99134.546,,,,,,,,,,,,,,,,,,,,,,44.14,199724.881,in compliance,2025.0,Unsure,No,No,No,No,No,,
104435,202350000,AHSC ZELMA LACEY LLC,9 W School St,Boston,2129.0,9 W School St,Boston,2129.0,43081.0,,43081.0,Multifamily Housing,Multifamily Housing (43081),1365747.8,84.0,31.7,339950.0,18054.745,300644.1,58493.316,,,,,,,,,,,,,,,,,,,,,,16.45,76548.061,in compliance,2025.0,Unsure,No,No,No,No,No,,
104436,202315000,MISHAWUM PARK TENANTS ASSOCIATION INC,3-7 W School St,Boston,2129.0,Main St,Boston,2129.0,4868.0,,4868.0,Multifamily Housing,Multifamily Housing (4868),,,,179657.5,9541.61,,,,,,,,,,,,,,,,,,,,,,,,26.4,9541.61,pending revisions,2030.0,Unsure,No,No,No,No,No,,
104437,202315000,MISHAWUM PARK TENANTS ASSOCIATION INC,216-232 Main St,Boston,2129.0,Main St,Boston,2129.0,20689.0,,20689.0,Multifamily Housing,Multifamily Housing (20689),,,,763544.4,40551.843,,,44027.8,,,,,,,,,,,,,,,,,,,,,52.03,40551.843,pending revisions,2030.0,Unsure,No,No,No,No,No,,
104438,202315000,MISHAWUM PARK TENANTS ASSOCIATION INC,77-81 Lawrence St,Boston,2129.0,Main St,Boston,2129.0,4868.0,,4868.0,Multifamily Housing,Multifamily Housing (4868),238450.3,,49.0,179657.5,9541.61,17231.2,3352.502,,,,,,,,,,,,,,,,,,,,,,42.32,12894.112,in compliance,2030.0,Unsure,No,No,No,No,No,,
104439,202370000,MISHAWUM PARK TENANTS ASSOCIATION,274-280 Main St,Boston,2129.0,Rutherford Av,Boston,2129.0,8519.0,,8519.0,Multifamily Housing,Multifamily Housing (8519),,,,314400.6,16697.816,,,,,,,,,,,,,,,,,,,,,,,,56.2,16697.816,pending revisions,2025.0,No,No,No,No,No,No,,
104440,202370000,MISHAWUM PARK TENANTS ASSOCIATION,2-60 Dunstable St,Boston,2129.0,Rutherford Av,Boston,2129.0,53548.0,,53548.0,Multifamily Housing,Multifamily Housing (53548),,,,1976232.8,104957.724,,,,,,,,,,,,,,,,,,,,,,,,43.32,104957.724,pending revisions,2025.0,Unsure,No,No,No,No,No,,
